DateTime,Open,High,Low,Close,Volume
2026-05-03 18:30:00,1063.6,1089.1,1063.6,1068.4,11693211
2026-05-04 18:30:00,1060.6,1068.5,1049.4,1059.9,12194631
2026-05-05 18:30:00,1072.0,1101.1,1061.2,1096.0,14384779
2026-05-06 18:30:00,1106.0,1108.0,1086.1,1092.0,16105163
2026-05-07 18:30:00,1090.0,1095.0,1010.9,1019.3,48065909
2026-05-10 18:30:00,1007.0,1007.0,971.1,973.6,46927396
2026-05-11 18:30:00,976.9,981.4,962.4,974.6,25787092
2026-05-12 18:30:00,978.0,981.2,961.2,970.1,17584580
2026-05-13 18:30:00,973.5,987.0,963.6,979.9,16487142
2026-05-14 18:30:00,971.2,972.5,957.0,963.2,26972493
2026-05-17 18:30:00,952.0,954.9,933.9,939.4,16554877
2026-05-18 18:30:00,942.0,956.6,939.5,948.8,17280869
2026-05-19 18:30:00,941.1,955.0,935.0,950.9,11928460
2026-05-20 18:30:00,957.0,960.9,946.5,950.9,11756520
2026-05-21 18:30:00,950.9,958.6,947.7,949.2,7807192
2026-05-24 18:30:00,959.9,972.5,957.5,969.6,10934747
2026-05-25 18:30:00,969.9,978.8,962.1,968.5,16269800
2026-05-26 18:30:00,969.8,975.9,966.6,967.8,8111259
